question_id,paper_id,n_paragraphs,hit@1,hit@3,hit@5,hit@10
1462eb312944926469e7cee067dfc7f1267a2a8c,1908.05828,52,1.0,1.0,1.0,1.0
f59f1f5b528a2eec5cfb1e49c87699e0c536cc45,1908.05828,52,0.0,0.0,0.0,0.0
9bd080bb2a089410fd7ace82e91711136116af6c,1908.05828,52,0.0,0.0,1.0,1.0
6d1217b3d9cfb04be7fcd2238666fa02855ce9c5,1908.05828,52,0.0,0.0,0.0,0.0
1e775cf30784e6b1c2b573294a82e145a3f959bb,1909.13104,30,1.0,1.0,1.0,1.0
392fb87564c4f45d0d8d491a9bb217c4fce87f03,1909.13104,30,0.0,0.0,0.0,1.0
203337c15bd1ee05763c748391d295a1f6415b9b,1909.13104,30,0.0,0.0,0.0,1.0
d004ca2e999940ac5c1576046e30efa3059832fa,1909.13104,30,0.0,1.0,1.0,1.0
21548433abd21346659505296fb0576e78287a74,1909.13104,30,0.0,1.0,1.0,1.0
f0b2289cb887740f9255909018f400f028b1ef26,1909.13104,30,0.0,0.0,1.0,1.0
51b1142c1d23420dbf6d49446730b0e82b32137c,1909.13104,30,0.0,0.0,0.0,0.0
58355e2a782bf145b61ee2a3e0e426119985c179,1909.13104,30,0.0,0.0,1.0,1.0
25c1c4a91f5dedd4e06d14121af3b5921db125e9,2002.02070,33,0.0,0.0,1.0,1.0
f88036174b4a0dbf4fe70ddad884d16082c5748d,2002.02070,33,0.0,0.0,0.0,0.0
a267d620af319b48e56c191aa4c433ea3870f6fb,2002.02070,33,0.0,0.0,0.0,0.0
899ed05c460bf2aa0aa65101cad1986d4f622652,2002.02070,33,0.0,0.0,0.0,0.0
d53299fac8c94bd0179968eb868506124af407d1,2002.02070,33,0.0,1.0,1.0,1.0
29f2954098f055fb19d9502572f085862d75bf61,2002.02070,33,0.0,1.0,1.0,1.0
6bf93968110c6e3e3640360440607744007a5228,2002.02070,33,0.0,0.0,0.0,1.0
37a79be0148e1751ffb2daabe4c8ec6680036106,1611.03599,37,0.0,1.0,1.0,1.0
518dae6f936882152c162058895db4eca815e649,1611.03599,37,0.0,1.0,1.0,1.0
e44a6bf67ce3fde0c6608b150030e44d87eb25e3,1611.03599,37,1.0,1.0,1.0,1.0
6a31db1aca57a818f36bba9002561724655372a7,1611.03599,37,0.0,1.0,1.0,1.0
e330e162ec29722f5ec9f83853d129c9e0693d65,1611.03599,37,0.0,1.0,1.0,1.0
d3093062aebff475b4deab90815004051e802aa6,1611.03599,37,0.0,0.0,0.0,1.0
4944cd597b836b62616a4e37c045ce48de8c82ca,1908.10084,67,1.0,1.0,1.0,1.0
a29c071065d26e5ee3c3bcd877e7f215c59d1d33,1908.10084,67,0.0,0.0,0.0,1.0
7f207549c75f5c4388efc15ed28822672b845663,1908.10084,67,0.0,0.0,0.0,0.0
2e89ebd2e4008c67bb2413699589ee55f59c4f36,1908.10084,67,0.0,1.0,1.0,1.0
e2db361ae9ad9dbaa9a85736c5593eb3a471983d,1908.10084,67,0.0,1.0,1.0,1.0
ed67359889cf61fa11ee291d6c378cccf83d599d,1707.06806,29,1.0,1.0,1.0,1.0
425bd2ccfd95ead91d8f2b1b1c8ab9fc3446cb82,1707.06806,29,1.0,1.0,1.0,1.0
955de9f7412ba98a0c91998919fa048d339b1d48,1707.06806,29,0.0,0.0,1.0,1.0
3b371ea554fa6639c76a364060258454e4b931d4,1707.06806,29,1.0,1.0,1.0,1.0
ddb23a71113cbc092cbc158066d891cae261e2c6,1707.06806,29,1.0,1.0,1.0,1.0
e79a5b6b6680bd2f63e9f4adbaae1d7795d81e38,1806.04511,30,1.0,1.0,1.0,1.0
c7486d039304ca9d50d0571236429f4f6fbcfcf7,1806.04511,30,0.0,1.0,1.0,1.0
f1f1dcc67b3e4d554bfeb508226cdadb3c32d2e9,1806.04511,30,1.0,1.0,1.0,1.0
a103636c8d1dbfa53341133aeb751ffec269415c,1806.04511,30,0.0,1.0,1.0,1.0
55139fcfe04ce90aad407e2e5a0067a45f31e07e,1806.04511,30,0.0,0.0,1.0,1.0
fbaf060004f196a286fef67593d2d76826f0304e,1806.04511,30,0.0,0.0,0.0,1.0
7ae38f51243cb80b16a1df14872b72a1f8a2048f,1904.04358,19,0.0,0.0,0.0,0.0
deb89bca0925657e0f91ab5daca78b9e548de2bd,1904.04358,19,0.0,1.0,1.0,1.0
9c33b340aefbc1f15b6eb6fb3e23ee615ce5b570,1904.04358,19,0.0,0.0,0.0,0.0
e6583c60b13b87fc37af75ffc975e7e316d4f4e0,1904.04358,19,0.0,1.0,1.0,1.0
c7b6e6cb997de1660fd24d31759fe6bb21c7863f,1904.04358,19,0.0,1.0,1.0,1.0
f9f59c171531c452bd2767dc332dc74cadee5120,1904.04358,19,0.0,0.0,0.0,1.0
4ac2c3c259024d7cd8e449600b499f93332dab60,1912.00667,62,0.0,0.0,0.0,1.0
bc730e4d964b6a66656078e2da130310142ab641,1912.00667,62,0.0,0.0,0.0,1.0
3941401a182a3d6234894a5c8a75d48c6116c45c,1912.00667,62,0.0,1.0,1.0,1.0
67e9e147b2cab5ba43572ce8a17fc863690172f0,1912.00667,62,0.0,1.0,1.0,1.0
a74190189a6ced2a2d5b781e445e36f4e527e82a,1912.00667,62,0.0,0.0,0.0,1.0
43f074bacabd0a355b4e0f91a1afd538c0a6244f,1912.00667,62,0.0,0.0,0.0,1.0
78a5546e87d4d88e3d9638a0a8cd0b7debf1f09d,1912.08904,35,0.0,0.0,0.0,1.0
375b281e7441547ba284068326dd834216e55c07,1912.08904,35,0.0,1.0,1.0,1.0
05c49b9f84772e6df41f530d86c1f7a1da6aa489,1912.08904,35,1.0,1.0,1.0,1.0
6ecb69360449bb9915ac73c0a816c8ac479cbbfc,1912.08904,35,0.0,0.0,0.0,1.0
68df324e5fa697baed25c761d0be4c528f7f5cf7,1912.08904,35,0.0,0.0,1.0,1.0
77c34f1033702278f7f044806c1eba0c6ecb8b04,1703.10344,99,1.0,1.0,1.0,1.0
2ee715c7c6289669f11a79743a6b2b696073805d,1703.10344,99,1.0,1.0,1.0,1.0
61a9ea36ddc37c60d1a51dabcfff9445a2225725,1703.10344,99,1.0,1.0,1.0,1.0
cc850bc8245a7ae790e1f59014371d4f35cd46d7,1703.10344,99,0.0,0.0,0.0,0.0
984fc3e726848f8f13dfe72b89e3770d00c3a1af,1703.10344,99,0.0,0.0,0.0,0.0
fb1227b3681c69f60eb0539e16c5a8cd784177a7,1703.10344,99,1.0,1.0,1.0,1.0
277a7e916e65dfefd44d2d05774f95257ac946ae,2003.13032,32,0.0,0.0,0.0,0.0
2916bbdb95ef31ab26527ba67961cf5ec94d6afe,2003.13032,32,1.0,1.0,1.0,1.0
f2e8497aa16327aa297a7f9f7d156e485fe33945,2003.13032,32,0.0,1.0,1.0,1.0
9b76f428b7c8c9fc930aa88ee585a03478bff9b3,2003.13032,32,1.0,1.0,1.0,1.0
dd6b378d89c05058e8f49e48fd48f5c458ea2ebc,2003.13032,32,0.0,0.0,0.0,0.0
e35c2fa99d5c84d8cb5d83fca2b434dcd83f3851,1910.06592,34,1.0,1.0,1.0,1.0
c00ce1e3be14610fb4e1f0614005911bb5ff0302,1910.06592,34,0.0,0.0,0.0,1.0
71fe5822d9fccb1cb391c11283b223dc8aa1640c,1910.06592,34,1.0,1.0,1.0,1.0
97d0f9a1540a48e0b4d30d7084a8c524dd09a4c3,1910.06592,34,0.0,1.0,1.0,1.0
1062a0506c3691a93bb914171c2701d2ae9621cb,1910.06592,34,0.0,1.0,1.0,1.0
483a699563efcb8804e1861b18809279f21c7610,1910.06592,34,0.0,0.0,0.0,1.0
d3ff2986ca8cb85a9a5cec039c266df756947b43,1910.06592,34,0.0,0.0,0.0,1.0
3e1829e96c968cbd8ad8e9ce850e3a92a76b26e4,1910.06592,34,0.0,1.0,1.0,1.0
2317ca8d475b01f6632537b95895608dc40c4415,1910.06592,34,0.0,1.0,1.0,1.0
3e88fb3d28593309a307eb97e875575644a01463,1910.06592,34,1.0,1.0,1.0,1.0
e8f969ffd637b82d04d3be28c51f0f3ca6b3883e,1706.01678,51,0.0,0.0,0.0,1.0
46227b4265f1d300a5ed71bf40822829de662bc2,1706.01678,51,0.0,1.0,1.0,1.0
a6a48de63c1928238b37c2a01c924b852fe752f8,1706.01678,51,0.0,0.0,0.0,0.0
b65a83a24fc66728451bb063cf6ec50134c8bfb0,1706.01678,51,0.0,0.0,1.0,1.0
8c852fc29bda014d28c3ee5b5a7e449ab9152d35,1902.09666,43,0.0,0.0,0.0,0.0
682e26262abba473412f68cbeb5f69aa3b9968d7,1902.09666,43,0.0,0.0,0.0,0.0
5daeb8d4d6f3b8543ec6309a7a35523e160437eb,1902.09666,43,1.0,1.0,1.0,1.0
74fb77a624ea9f1821f58935a52cca3086bb0981,1902.09666,43,0.0,1.0,1.0,1.0
d015faf0f8dcf2e15c1690bbbe2bf1e7e0ce3751,1902.09666,43,0.0,1.0,1.0,1.0
55bd59076a49b19d3283af41c5e3ccb875f3eb0c,1902.09666,43,0.0,1.0,1.0,1.0
521280a87c43fcdf9f577da235e7072a23f0673e,1902.09666,43,0.0,1.0,1.0,1.0
5a8cc8f80509ea77d8213ed28c5ead501c68c725,1902.09666,43,0.0,0.0,0.0,1.0
290ee79b5e3872e0496a6a0fc9b103ab7d8f6c30,1902.09666,43,0.0,1.0,1.0,1.0
1b72aa2ec3ce02131e60626639f0cf2056ec23ca,1902.09666,43,0.0,0.0,0.0,0.0
c49ee6ac4dc812ff84d255886fd5aff794f53c39,1604.00400,69,0.0,0.0,0.0,0.0
3f856097be2246bde8244add838e83a2c793bd17,1604.00400,69,1.0,1.0,1.0,1.0
bf52c01bf82612d0c7bbf2e6a5bb2570c322936f,1604.00400,69,1.0,1.0,1.0,1.0
74e866137b3452ec50fb6feaf5753c8637459e62,1604.00400,69,0.0,0.0,0.0,1.0
184b0082e10ce191940c1d24785b631828a9f714,1604.00400,69,0.0,0.0,0.0,0.0
c59078efa7249acfb9043717237c96ae762c0a8c,1905.12801,38,0.0,0.0,0.0,1.0
73bddaaf601a4f944a3182ca0f4de85a19cdc1d2,1905.12801,38,1.0,1.0,1.0,1.0
d4e5e3f37679ff68914b55334e822ea18e60a6cf,1905.12801,38,0.0,0.0,0.0,1.0
5f60defb546f35d25a094ff34781cddd4119e400,1905.12801,38,0.0,0.0,0.0,0.0
90d946ccc3abf494890e147dd85bd489b8f3f0e8,1905.12801,38,0.0,0.0,1.0,1.0
b962cc817a4baf6c56150f0d97097f18ad6cd9ed,1810.12196,35,0.0,0.0,0.0,0.0
fb5fb11e7d01b9f9efe3db3417b8faf4f8d6931f,1810.12196,35,0.0,0.0,0.0,1.0
52f8a3e3cd5d42126b5307adc740b71510a6bdf5,1810.12196,35,1.0,1.0,1.0,1.0
2236386729105f5cf42f73cc055ce3acdea2d452,1810.12196,35,0.0,0.0,0.0,0.0
18942ab8c365955da3fd8fc901dfb1a3b65c1be1,1810.12196,35,0.0,1.0,1.0,1.0
7b4992e2d26577246a16ac0d1efc995ab4695d24,1707.05236,24,0.0,0.0,0.0,1.0
ab9b0bde6113ffef8eb1c39919d21e5913a05081,1707.05236,24,0.0,1.0,1.0,1.0
9a9d225f9ac35ed35ea02f554f6056af3b42471d,1707.05236,24,1.0,1.0,1.0,1.0
ea56148a8356a1918bedcf0a99ae667c27792cfe,1707.05236,24,1.0,1.0,1.0,1.0
cd32a38e0f33b137ab590e1677e8fb073724df7f,1707.05236,24,0.0,0.0,0.0,1.0
2c6b50877133a499502feb79a682f4023ddab63e,1810.04428,26,0.0,1.0,1.0,1.0
f651cd144b7749e82aa1374779700812f64c8799,1810.04428,26,1.0,1.0,1.0,1.0
4625cfba3083346a96e573af5464bc26c34ec943,1810.04428,26,1.0,1.0,1.0,1.0
326588b1de9ba0fd049ab37c907e6e5413e14acd,1810.04428,26,0.0,0.0,0.0,0.0
ebf0d9f9260ed61cbfd79b962df3899d05f9ebfb,1810.04428,26,0.0,1.0,1.0,1.0
55507f066073b29c1736b684c09c045064053ba9,2004.02192,62,0.0,1.0,1.0,1.0
e838275bb0673fba0d67ac00e4307944a2c17be3,2004.02192,62,1.0,1.0,1.0,1.0
8dda1ef371933811e2a25a286529c31623cca0c6,2004.02192,62,0.0,1.0,1.0,1.0
b3de9357c569fb1454be8f2ac5fcecaea295b967,2004.02192,62,0.0,0.0,0.0,1.0
59e58c6fc63cf5b54b632462465bfbd85b1bf3dd,2004.02192,62,0.0,1.0,1.0,1.0
5c3e98e3cebaecd5d3e75ec2c9fc3dd267ac3c83,1909.06200,55,1.0,1.0,1.0,1.0
3f0ae9b772eeddfbfd239b7e3196dc6dfa21365f,1909.06200,55,0.0,1.0,1.0,1.0
14b8ae5656e7d4ee02237288372d9e682b24fdb8,1909.06200,55,0.0,0.0,0.0,1.0
e3a2d8886f03e78ed5e138df870f48635875727e,1909.06200,55,0.0,0.0,0.0,1.0
62f27fe08ddb67f16857fab2a8a721926ecbb6fb,1909.06200,55,0.0,1.0,1.0,1.0
9ca447c8959a693a3f7bdd0a2c516f4b86f95718,1706.06894,21,1.0,1.0,1.0,1.0
05887a8466e0a2f0df4d6a5ffc5815acd7d9066a,1706.06894,21,0.0,1.0,1.0,1.0
c87fcc98625e82fdb494ff0f5309319620d69040,1706.06894,21,1.0,1.0,1.0,1.0
500a8ec1c56502529d6e59ba6424331f797f31f0,1706.06894,21,0.0,1.0,1.0,1.0
ff6c9af28f0e2bb4fb6a69f124665f8ceb966fbc,1706.06894,21,1.0,1.0,1.0,1.0
f2155dc4aeab86bf31a838c8ff388c85440fce6e,1908.11047,33,0.0,1.0,1.0,1.0
ed6a15f0f7fa4594e51d5bde21cc0c6c1bedbfdc,1908.11047,33,0.0,0.0,1.0,1.0
4d706ce5bde82caf40241f5b78338ea5ee5eb01e,1908.11047,33,0.0,0.0,0.0,1.0
86bf75245358f17e35fc133e46a92439ac86d472,1908.11047,33,0.0,1.0,1.0,1.0
9132d56e26844dc13b3355448d0f14b95bd2178a,1908.11047,33,1.0,1.0,1.0,1.0
0602a974a879e6eae223cdf048410b5a0111665e,1908.09246,65,1.0,1.0,1.0,1.0
56b034c303983b2e276ed6518d6b080f7b8abe6a,1908.09246,65,0.0,0.0,1.0,1.0
15e481e668114e4afe0c78eefb716ffe1646b494,1908.09246,65,0.0,0.0,0.0,1.0
3d7a982c718ea6bc7e770d8c5da564fbb9d11951,1908.09246,65,1.0,1.0,1.0,1.0
692c9c5d9ff9cd3e0ce8b5e4fa68dda9bd23dec1,1612.08205,59,1.0,1.0,1.0,1.0
935d6a6187e6a0c9c0da8e53a42697f853f5c248,1612.08205,59,0.0,0.0,0.0,0.0
3b77b4defc8a139992bd0b07b5cf718382cb1a5f,1612.08205,59,0.0,0.0,0.0,0.0
01a41c0a4a7365cd37d28690735114f2ff5229f2,1612.08205,59,0.0,0.0,0.0,1.0
6b6d498546f856ac20958f666fc3fd55811347e2,1907.09369,29,0.0,1.0,1.0,1.0
de3b1145cb4111ea2d4e113f816b537d052d9814,1907.09369,29,0.0,0.0,0.0,0.0
132f752169adf6dc5ade3e4ca773c11044985da4,1907.09369,29,0.0,0.0,1.0,1.0
1d9aeeaa6efa1367c22be0718f5a5635a73844bd,1907.09369,29,0.0,1.0,1.0,1.0
012b8a89aea27485797373adbcda32f16f9d7b54,1911.07555,28,0.0,0.0,0.0,0.0
c598028815066089cc1e131b96d6966d2610467a,1911.07555,28,1.0,1.0,1.0,1.0
ca4daafdc23f4e23d933ebabe682e1fe0d4b95ed,1911.07555,28,1.0,1.0,1.0,1.0
0ab3df10f0b7203e859e9b62ffa7d6d79ffbbe50,1911.07555,28,1.0,1.0,1.0,1.0
92dfacbbfa732ecea006e251be415a6f89fb4ec6,1911.07555,28,1.0,1.0,1.0,1.0
c8541ff10c4e0c8e9eb37d9d7ea408d1914019a9,1911.07555,28,0.0,1.0,1.0,1.0
307e8ab37b67202fe22aedd9a98d9d06aaa169c5,1911.07555,28,0.0,0.0,0.0,0.0
e5c8e9e54e77960c8c26e8e238168a603fcdfcc6,1911.07555,28,0.0,0.0,0.0,0.0
50be4a737dc0951b35d139f51075011095d77f2a,1503.00841,69,0.0,0.0,0.0,1.0
6becff2967fe7c5256fe0b00231765be5b9db9f1,1503.00841,69,0.0,1.0,1.0,1.0
76121e359dfe3f16c2a352bd35f28005f2a40da3,1503.00841,69,0.0,1.0,1.0,1.0
02428a8fec9788f6dc3a86b5d5f3aa679935678d,1503.00841,69,0.0,1.0,1.0,1.0
7793805982354947ea9fc742411bec314a6998f6,1804.11346,25,0.0,0.0,1.0,1.0
72ed5fed07ace5e3ffe9de6c313625705bc8f0c7,1804.11346,25,1.0,1.0,1.0,1.0
b49598b05358117ab1471b8ebd0b042d2f04b2a4,1611.08661,73,0.0,1.0,1.0,1.0
932b39fd6c47c6a880621a62e6a978491d881d60,1611.08661,73,0.0,0.0,0.0,0.0
b36f867fcda5ad62c46d23513369337352aa01d2,1611.08661,73,0.0,0.0,0.0,1.0
c6a0b9b5dabcefda0233320dd1548518a0ae758e,1910.07601,48,0.0,0.0,0.0,0.0
1e185a3b8cac1da939427b55bf1ba7e768c5dae4,1910.07601,48,0.0,1.0,1.0,1.0
26e2d4d0e482e6963a76760323b8e1c26b6eee91,1910.07601,48,1.0,1.0,1.0,1.0
f56d07f73b31a9c72ea737b40103d7004ef6a079,1909.00175,39,1.0,1.0,1.0,1.0
38e4aaeabf06a63a067b272f8950116733a7895c,1909.00175,39,0.0,1.0,1.0,1.0
1d197cbcac7b3f4015416f0152a6692e881ada6c,1910.06036,49,1.0,1.0,1.0,1.0
92294820ac0d9421f086139e816354970f066d8a,1910.06036,49,0.0,0.0,0.0,0.0
477d9d3376af4d938bb01280fe48d9ae7c9cf7f7,1910.06036,49,1.0,1.0,1.0,1.0
f225a9f923e4cdd836dd8fe097848da06ec3e0cc,1910.06036,49,1.0,1.0,1.0,1.0
ff338921e34c15baf1eae0074938bf79ee65fdd2,2002.01984,140,0.0,0.0,0.0,0.0
e807d347742b2799bc347c0eff19b4c270449fee,2002.01984,140,0.0,0.0,1.0,1.0
31b92c03d5b9be96abcc1d588d10651703aff716,2002.01984,140,0.0,1.0,1.0,1.0
9ec1f88ceec84a10dc070ba70e90a792fba8ce71,2002.01984,140,0.0,0.0,0.0,0.0
aef607d2ac46024be17b1ddd0ed3f13378c563a6,1909.00326,65,0.0,1.0,1.0,1.0
93beae291b455e5d3ecea6ac73b83632a3ae7ec7,1909.00326,65,0.0,1.0,1.0,1.0
6c91d44d5334a4ac80100eead4e105d34e99a284,1909.00326,65,0.0,0.0,0.0,0.0
b3d01ac226ee979e188a4141877a6d2a5482de98,1910.14599,52,0.0,1.0,1.0,1.0
af5730d82535464cedfa707a03415ac2e7a21295,1910.14599,52,0.0,0.0,0.0,1.0
ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1910.14599,52,0.0,0.0,0.0,0.0
b249b60a8c94d0e40d65f1ffdfcac527dab57516,1906.00790,51,1.0,1.0,1.0,1.0
0f567251a6566f65170a1329eeeb5105932036b2,1906.00790,51,0.0,0.0,0.0,0.0
4aa9b60c0ccd379c6fb089c84a6c7b872ee9ec4f,1906.00790,51,0.0,0.0,0.0,0.0
60ce4868af45753c9e124e64e518c32376f12694,1906.00790,51,0.0,1.0,1.0,1.0
1b1a30e9e68a9ae76af467e60cefb180d135e285,1903.03530,47,1.0,1.0,1.0,1.0
2c85865a65acd429508f50b5e4db9674813d67f2,1903.03530,47,0.0,0.0,0.0,1.0
73a7acf33b26f5e9475ee975ba00d14fd06f170f,1903.03530,47,0.0,0.0,1.0,1.0
dd53baf26dad3d74872f2d8956c9119a27269bd5,1903.03530,47,0.0,0.0,0.0,0.0
218bc82796eb8d91611996979a4a42500131a936,1712.05608,46,1.0,1.0,1.0,1.0
b21bc09193699dc9cfad523f3d5542b0b2ff1b8e,1712.05608,46,1.0,1.0,1.0,1.0
352bc6de5c5068c6c19062bad1b8f644919b1145,1712.05608,46,1.0,1.0,1.0,1.0
8bb0011ad1d63996d5650770f3be18abdd9f7fc6,1809.03449,40,0.0,0.0,0.0,0.0
b0dbe75047310fec4d4ce787be5c32935fc4e37b,1809.03449,40,1.0,1.0,1.0,1.0
d64383e39357bd4177b49c02eb48e12ba7ffd4fb,1809.03449,40,1.0,1.0,1.0,1.0
52f9cd05d8312ae3c7a43689804bac63f7cac34b,1809.03449,40,1.0,1.0,1.0,1.0
dea9e7fe8e47da5e7f31d9b1a46ebe34e731a596,1806.05513,31,0.0,1.0,1.0,1.0
955cbea7e5ead36fb89cd6229a97ccb3febcf8bc,1806.05513,31,0.0,0.0,0.0,0.0
04d1b3b41fb62a7b896afe55e0e8bc5ffb8c6e39,1806.05513,31,0.0,0.0,1.0,1.0
15cdd9ea4bae8891c1652da2ed34c87bbbd0edb8,1806.05513,31,0.0,0.0,0.0,0.0
ab0fd94dfc291cf3e54e9b7a7f78b852ddc1a797,1903.09722,23,0.0,0.0,1.0,1.0
6ca938324dc7e1742a840d0a54dc13cc207394a1,1903.09722,23,0.0,1.0,1.0,1.0
4fa6fbb9df1a4c32583d4ef70d2b29ece4b3d802,1903.09722,23,0.0,0.0,0.0,0.0
4d47bef19afd70c10bbceafd1846516546641a2f,1903.09722,23,0.0,0.0,1.0,1.0
506d21501d54a12d0c9fd3dbbf19067802439a04,1806.11432,25,0.0,1.0,1.0,1.0
701571680724c05ca70c11bc267fb1160ea1460a,1806.11432,25,1.0,1.0,1.0,1.0
ee7e9a948ee6888aa5830b1a3d0d148ff656d864,1806.11432,25,1.0,1.0,1.0,1.0
5fda8539a97828e188ba26aad5cda1b9dd642bc8,1910.14537,54,0.0,0.0,0.0,0.0
709feae853ec0362d4e883db8af41620da0677fe,1910.14537,54,0.0,1.0,1.0,1.0
186b7978ee33b563a37139adff1da7d51a60f581,1910.14537,54,0.0,1.0,1.0,1.0
fabcd71644bb63559d34b38d78f6ef87c256d475,1910.14537,54,0.0,0.0,1.0,1.0
da9c0637623885afaf023a319beee87898948fe9,1808.10245,46,0.0,1.0,1.0,1.0
8a1c0ef69b6022a0642ca131a8eacb5c97016640,1808.10245,46,0.0,1.0,1.0,1.0
48088a842f7a433d3290eb45eb0d4c6ab1d8f13c,1808.10245,46,0.0,1.0,1.0,1.0
4907096cf16d506937e592c50ae63b642da49052,1808.10245,46,0.0,0.0,1.0,1.0
8748e8f64af57560d124c7b518b853bf2711c13e,1910.12574,28,0.0,0.0,0.0,1.0
893ec40b678a72760b6802f6abf73b8f487ae639,1910.12574,28,1.0,1.0,1.0,1.0
c81f215d457bdb913a5bade2b4283f19c4ee826c,1910.12574,28,0.0,1.0,1.0,1.0
e101e38efaa4b931f7dd75757caacdc945bb32b4,1910.12574,28,0.0,1.0,1.0,1.0
afb77b11da41cd0edcaa496d3f634d18e48d7168,1910.12574,28,1.0,1.0,1.0,1.0
41b2355766a4260f41b477419d44c3fd37f3547d,1910.12574,28,1.0,1.0,1.0,1.0
96a4091f681872e6d98d0efee777d9e820cb8dae,1910.12574,28,0.0,0.0,1.0,1.0
81a35b9572c9d574a30cc2164f47750716157fc8,1910.12574,28,0.0,0.0,0.0,1.0
f4496316ddd35ee2f0ccc6475d73a66abf87b611,1702.03342,54,1.0,1.0,1.0,1.0
e8a32460fba149003566969f92ab5dd94a8754a4,1702.03342,54,0.0,0.0,0.0,1.0
2a6003a74d051d0ebbe62e8883533a5f5e55078b,1702.03342,54,0.0,0.0,0.0,0.0
b7381927764536bd97b099b6a172708125364954,1805.03710,43,0.0,0.0,0.0,0.0
df95b3cb6aa0187655fd4856ae2b1f503d533583,1805.03710,43,0.0,0.0,1.0,1.0
f7ed3b9ed469ed34f46acde86b8a066c52ecf430,1805.03710,43,0.0,0.0,1.0,1.0
c7eb71683f53ab7acffd691a36cad6edc7f5522e,1807.07279,40,0.0,0.0,0.0,1.0
17a1eff7993c47c54eddc7344e7454fbe64191cd,1807.07279,40,0.0,1.0,1.0,1.0
a5e5cda1f6195ab1336855f1e39a609d61326d62,1807.07279,40,0.0,0.0,0.0,0.0
32d99dcd8d46e2cda04a9a9fa0e6693d2349a7a9,1807.07279,40,0.0,0.0,1.0,1.0
eda4869c67fe8bbf83db632275f053e7e0241e8c,1706.09673,15,0.0,0.0,0.0,1.0
ecc63972b2783ee39b3e522653cfb6dc5917d522,1706.09673,15,0.0,1.0,1.0,1.0
8d074aabf4f51c8455618c5bf7689d3f62c4da1d,1906.07662,42,0.0,0.0,1.0,1.0
fe2666ace293b4bfac3182db6d0c6f03ea799277,1906.07662,42,0.0,0.0,0.0,0.0
70a1b0f9f26f1b82c14783f1b76dfb5400444aa4,1906.07662,42,0.0,0.0,0.0,1.0
d3ca5f1814860a88ff30761fec3d860d35e39167,1906.07662,42,0.0,0.0,0.0,0.0
dd20d93166c14f1e57644cd7fa7b5e5738025cd0,2002.12612,70,1.0,1.0,1.0,1.0
dc2a2c177cd5df6da5d03e6e74262bf424850ec9,2002.12612,70,0.0,1.0,1.0,1.0
ae90c5567746fe25af2fcea0cc5f355751e05c71,2002.12612,70,0.0,0.0,0.0,0.0
d7644c674887ca9708eb12107acd964ae53b216d,2002.12612,70,0.0,0.0,1.0,1.0
a3bb9a936f61bafb509fa12ac0a61f91abcc5106,1908.05441,57,0.0,0.0,0.0,0.0
df6d327e176740da9edcc111a06374c54c8e809c,1908.05441,57,0.0,0.0,0.0,0.0
3321d8d0e190d25958e5bfe0f3438b5c2ba80fd1,1908.05441,57,0.0,0.0,0.0,0.0
bb3267c3f0a12d8014d51105de5d81686afe5f1b,1811.08603,65,0.0,0.0,0.0,0.0
114934e1a1e818630ff33ac5c4cd4be6c6f75bb2,1811.08603,65,0.0,1.0,1.0,1.0
2439b6b92d73f660fe6af8d24b7bbecf2b3a3d72,1811.08603,65,0.0,0.0,0.0,1.0
b8d0e4e0e820753ffc107c1847fe1dfd48883989,1811.08603,65,0.0,0.0,1.0,1.0
5aa12b4063d6182a71870c98e4e1815ff3dc8a72,1909.03135,67,0.0,1.0,1.0,1.0
22815878083ebd2f9e08bc33a5e733063dac7a0f,1909.03135,67,0.0,0.0,0.0,1.0
220d11a03897d85af91ec88a9b502815c7d2b6f3,1909.03135,67,0.0,0.0,0.0,1.0
d509081673f5667060400eb325a8050fa5db7cc8,1909.03135,67,1.0,1.0,1.0,1.0
c2e475adeddcdc4d637ef0d4f5065b6a9b299827,1804.07789,42,0.0,1.0,1.0,1.0
cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,1804.07789,42,1.0,1.0,1.0,1.0
6cd25c637c6b772ce29e8ee81571e8694549c5ab,1804.07789,42,1.0,1.0,1.0,1.0
1088255980541382a2aa2c0319427702172bbf84,1804.07789,42,1.0,1.0,1.0,1.0
0d9fcc715dee0ec85132b3f4a730d7687b6a06f4,1905.11268,54,1.0,1.0,1.0,1.0
8910ee2236a497c92324bbbc77c596dba39efe46,1905.11268,54,0.0,0.0,0.0,1.0
2c59528b6bc5b5dc28a7b69b33594b274908cca6,1905.11268,54,0.0,1.0,1.0,1.0
bc01853512eb3c11528e33003ceb233d7c1d7038,1905.11268,54,0.0,1.0,1.0,1.0
ba539cab80d25c3e20f39644415ed48b9e4e4185,1905.11268,54,0.0,1.0,1.0,1.0
6bf5620f295b5243230bc97b340fae6e92304595,1603.01514,55,0.0,0.0,1.0,1.0
4986f420884f917d1f60d3cea04dc8e64d3b5bf1,1603.01514,55,0.0,0.0,1.0,1.0
747b847d687f703cc20a87877c5b138f26ff137d,1603.01514,55,0.0,0.0,0.0,1.0
111afb77cfbf4c98e0458606378fa63a0e965e36,1603.01514,55,0.0,1.0,1.0,1.0
6568a31241167f618ef5ede939053feaa2fb0d7e,1603.01514,55,0.0,0.0,0.0,1.0
